# Timestamp, Latitude, Longitude, Accuracy, Speed
#Journey Start
1436404439490,-36.89936721,174.85167516,10.0,2.0155644
1436404440495,-36.89935988,174.85166489,10.0,1.8027756
1436404441488,-36.89935377,174.85165579,10.0,1.6007811
1436404442494,-36.89934412,174.85164903,10.0,1.6007811
1436404443490,-36.8993388,174.85164191,10.0,1.4142135
1436404444494,-36.89933539,174.85163515,10.0,1.4142135
1436404445490,-36.89933211,174.85162822,9.0,1.25
1436404446496,-36.89932686,174.85161773,9.0,1.4142135
1436404447489,-36.89931903,174.85160572,10.0,1.4142135
1436404448496,-36.89930855,174.85159027,10.0,1.6007811
1436404449494,-36.89928754,174.85155939,4.0,3.1622777
1436404450489,-36.89926233,174.85152239,4.0,3.8810437
1436404451494,-36.89922794,174.85146657,4.0,5.59017
1436404452490,-36.89918989,174.8513783,4.0,7.071068
1436404453495,-36.89917001,174.8513031,4.0,8.062258
1436404454489,-36.89913945,174.8512053,4.0,8.558621
1436404455495,-36.89909937,174.85112492,5.0,8.558621
1436404456490,-36.89905386,174.85103608,5.0,9.055386
1436404457495,-36.89899079,174.85099594,4.0,8.310385
1436404458489,-36.89893052,174.85097467,4.0,7.566373
1436404459491,-36.8988574,174.8509949,4.0,8.310385
1436404460490,-36.8987819,174.85104438,3.0,9.055386
1436404461495,-36.89872395,174.8511163,4.0,9.055386
1436404462489,-36.89869469,174.85120916,3.0,9.303897
1436404463495,-36.89867356,174.85131415,4.0,9.055386
1436404464495,-36.89865603,174.85141973,5.0,9.801147
1436404465487,-36.89862418,174.85150375,4.0,7.81425
1436404466494,-36.89856588,174.85157166,4.0,7.81425
1436404467502,-36.89849398,174.85160832,4.0,8.558621
1436404468493,-36.89839846,174.85162462,4.0,9.801147
1436404469491,-36.89829794,174.8516506,3.0,11.294357
1436404470495,-36.89819622,174.85168268,4.0,11.792477
1436404471490,-36.89809841,174.8517452,6.0,12.539936
1436404472496,-36.89794795,174.85176594,4.0,14.783859
1436404473492,-36.89783592,174.85180783,4.0,14.783859
1436404474494,-36.8977104,174.85186111,4.0,14.783859
1436404475498,-36.89756006,174.85189419,4.0,14.783859
1436404476492,-36.89742707,174.85193025,4.0,14.783859
1436404477491,-36.89730216,174.85196846,4.0,15.033297
1436404478492,-36.89716504,174.85200666,5.0,15.033297
1436404479490,-36.89701739,174.85203978,4.0,15.781714
1436404480494,-36.89687216,174.85207807,4.0,16.03122
1436404481492,-36.89673754,174.85211548,4.0,16.28074
1436404482495,-36.89659277,174.85215274,4.0,16.28074
1436404483491,-36.89644058,174.85218699,4.0,16.530275
1436404484491,-36.89629315,174.85223177,3.0,16.779823
1436404485489,-36.89614949,174.85228455,3.0,16.779823
1436404486496,-36.89599615,174.85233402,3.0,17.029387
1436404487486,-36.89584797,174.85237995,3.0,17.278961
1436404488488,-36.89569643,174.85242072,3.0,17.029387
1436404489489,-36.89554806,174.85245902,4.0,17.528547
1436404490489,-36.89539441,174.8525096,4.0,17.278961
1436404491495,-36.89523998,174.85255102,4.0,17.278961
1436404492489,-36.89508371,174.85259801,4.0,17.278961
1436404493489,-36.89494536,174.8526426,4.0,17.029387
1436404494489,-36.89480057,174.85269501,4.0,16.779823
1436404495496,-36.89465927,174.8527407,4.0,16.28074
1436404496491,-36.89451699,174.85278676,4.0,15.781714
1436404497495,-36.89438865,174.85283751,4.0,15.282752
1436404498493,-36.89426395,174.85287809,4.0,14.783859
1436404499494,-36.89413977,174.85294561,4.0,14.783859
1436404500492,-36.89402524,174.85301742,4.0,14.285045
1436404502254,-36.89393036,174.85308136,4.0,13.287683
1436404502485,-36.89383594,174.85314259,5.0,11.792477
1436404503493,-36.89373639,174.85319891,6.0,11.792477
1436404504489,-36.89365088,174.85326186,8.0,11.045361
1436404505492,-36.89361448,174.85328875,9.0,8.558621
1436404506490,-36.89363184,174.85329974,6.0,3.4003677
1436404507493,-36.89362538,174.8533058,5.0,1.8027756
1436404508492,-36.89361924,174.8533062,5.0,1.0307764
1436404509495,-36.89361395,174.85330729,4.0,1.0
1436404510490,-36.89361403,174.85331211,4.0,1.0
1436404511494,-36.89361506,174.85331312,5.0,1.0
1436404512486,-36.89361197,174.85331457,5.0,1.0
1436404513496,-36.89361096,174.8533151,5.0,1.0
1436404514488,-36.89361036,174.85331765,5.0,1.0
1436404515495,-36.8936089,174.85331809,5.0,1.0
1436404516490,-36.89360683,174.85331946,4.0,1.118034
1436404517492,-36.89360438,174.85334199,4.0,2.9261749
1436404518493,-36.89356709,174.85336188,5.0,3.8810437
1436404519494,-36.89350569,174.85336332,4.0,5.836309
1436404520492,-36.89344702,174.85332248,4.0,6.576473
1436404521496,-36.89339333,174.85326397,5.0,7.3186407
1436404522491,-36.89337803,174.85318087,4.0,6.823672
1436404523933,-36.89335257,174.85311615,4.0,6.0827627
1436404524490,-36.89332601,174.85304895,5.0,6.3294945
1436404525492,-36.89330312,174.85300319,6.0,5.836309
1436404526494,-36.89328137,174.85293885,5.0,5.836309
1436404527491,-36.89326981,174.85286392,4.0,5.0990195
1436404528490,-36.89325545,174.85282759,4.0,3.640055
1436404529495,-36.89325185,174.85278987,3.0,3.4003677
1436404530491,-36.89324547,174.85275305,3.0,3.8810437
1436404531495,-36.89324064,174.85271455,4.0,3.640055
1436404532488,-36.89323157,174.85268276,5.0,2.9261749
1436404533494,-36.89324372,174.85265673,4.0,2.0155644
1436404534491,-36.89324619,174.85264608,4.0,1.4142135
1436404535495,-36.89324291,174.85264568,4.0,1.0307764
1436404536494,-36.89323812,174.85264289,3.0,1.0
1436404537495,-36.89323444,174.8526407,3.0,1.0
1436404538489,-36.89323017,174.85264038,3.0,1.0
1436404539494,-36.89323138,174.85264018,3.0,1.0
1436404540488,-36.89323277,174.85263946,3.0,1.0
1436404541495,-36.89323347,174.8526362,3.0,1.0
1436404542493,-36.89323266,174.85263603,3.0,1.0
1436404543495,-36.89323157,174.85263234,3.0,1.0
1436404544491,-36.89323251,174.8526295,3.0,1.0
1436404545494,-36.89323269,174.85262995,3.0,1.0
1436404546496,-36.89323248,174.85262992,3.0,1.0
1436404547489,-36.89323252,174.85262963,3.0,1.0
1436404548492,-36.89323235,174.85262935,3.0,1.0
1436404549490,-36.89323231,174.85262932,3.0,1.0
1436404550495,-36.89323228,174.85262931,3.0,1.0
1436404551497,-36.89323227,174.85262932,3.0,1.0
1436404552488,-36.89323225,174.85262933,3.0,1.0
1436404553496,-36.89323225,174.85262931,3.0,1.0
1436404554492,-36.89323224,174.85262932,3.0,1.0
1436404555494,-36.89323222,174.85262101,4.0,1.6007811
1436404556493,-36.89323008,174.85260282,4.0,2.0155644
1436404557492,-36.8932322,174.85256674,4.0,2.6925824
1436404558489,-36.89323295,174.85252225,4.0,3.1622777
1436404559495,-36.893228,174.8524695,5.0,3.640055
1436404560488,-36.89315389,174.85234546,3.0,7.3186407
1436404561485,-36.89308759,174.85231017,3.0,8.310385
1436404562491,-36.89300906,174.85227379,4.0,9.552486
1436404563495,-36.89289423,174.85223435,4.0,12.290749
1436404564486,-36.89278761,174.85218343,4.0,13.536986
1436404565489,-36.89266984,174.85214182,5.0,13.536986
1436404566490,-36.89255567,174.85209412,5.0,13.287683
1436404567490,-36.89243855,174.85205424,6.0,13.038404
1436404568485,-36.89233059,174.85201156,6.0,12.539936
1436404569490,-36.89223469,174.85197053,5.0,12.789156
1436404570490,-36.89211096,174.85192996,5.0,13.038404
1436404571496,-36.89199807,174.85190676,6.0,13.038404
1436404572499,-36.89187617,174.85186527,5.0,13.786316
1436404573496,-36.89178021,174.85182683,5.0,13.536986
1436404574494,-36.89165909,174.85180819,5.0,14.035668
1436404575494,-36.89152515,174.85176807,5.0,14.534442
1436404576490,-36.89137412,174.85172142,6.0,14.783859
1436404577507,-36.89123316,174.85167353,6.0,14.783859
1436404578495,-36.89110098,174.85164668,6.0,15.033297
1436404579490,-36.89102423,174.85159962,6.0,13.536986
1436404580508,-36.89087924,174.85157525,6.0,14.285045
1436404581490,-36.89076332,174.8515482,7.0,14.285045
1436404582494,-36.89065559,174.85151423,6.0,14.035668
1436404583490,-36.89051896,174.85147505,7.0,14.035668
1436404584495,-36.89039596,174.85142458,8.0,13.786316
1436404585499,-36.89029773,174.8513949,6.0,12.539936
1436404586494,-36.89018835,174.85136513,7.0,12.0415945
1436404587490,-36.89007734,174.85133128,7.0,11.792477
1436404588492,-36.88995286,174.85129444,7.0,10.7964115
1436404589492,-36.88986038,174.85124768,7.0,10.547511
1436404590504,-36.88980114,174.85121444,8.0,10.049875
1436404591491,-36.88972832,174.8511261,7.0,12.0415945
1436404592495,-36.88966361,174.85102067,7.0,12.290749
1436404593491,-36.88958994,174.85090248,6.0,13.038404
1436404594497,-36.88951914,174.85077844,6.0,13.536986
1436404595492,-36.88942966,174.85066895,7.0,14.285045
1436404596498,-36.88935138,174.85054052,6.0,14.534442
1436404597491,-36.88927505,174.8504112,7.0,14.783859
1436404598508,-36.88919845,174.85026705,7.0,14.783859
1436404599486,-36.88909699,174.85013614,7.0,14.534442
1436404600494,-36.8890139,174.85004495,7.0,14.285045
1436404601490,-36.88891362,174.84994967,6.0,14.285045
1436404602496,-36.88880836,174.84986913,6.0,14.534442
1436404603500,-36.88869648,174.8497532,6.0,15.033297
1436404604496,-36.88858867,174.84965825,6.0,14.783859
1436404605491,-36.88848051,174.84958108,6.0,14.783859
1436404606495,-36.8883542,174.84951924,5.0,14.783859
1436404607489,-36.88824433,174.8494623,6.0,14.285045
1436404608504,-36.88812304,174.84939891,6.0,13.786316
1436404609491,-36.88801953,174.84936819,5.0,13.786316
1436404610485,-36.88790554,174.84931075,5.0,13.287683
1436404611532,-36.88778738,174.84925924,6.0,13.287683
1436404612490,-36.88767661,174.84920176,6.0,13.536986
1436404613490,-36.88757123,174.84915318,6.0,14.035668
1436404614489,-36.88743911,174.84910468,6.0,14.534442
1436404615493,-36.88730054,174.84905178,5.0,15.033297
1436404616488,-36.88718223,174.84901289,5.0,14.783859
1436404617491,-36.88706443,174.84895846,10.0,14.285045
1436404618492,-36.88694524,174.84891046,10.0,14.035668
1436404619527,-36.88681114,174.84885576,10.0,13.786316
1436404620491,-36.88670069,174.84880542,10.0,13.536986
1436404621488,-36.88658497,174.8487509,10.0,13.536986
1436404622490,-36.88647935,174.84868653,10.0,13.536986
1436404623494,-36.8863737,174.84857578,10.0,13.786316
1436404624487,-36.88628971,174.84848702,10.0,12.789156
1436404625491,-36.88620494,174.84838933,9.0,12.290749
1436404626494,-36.88612771,174.84830133,10.0,12.290749
1436404627490,-36.88604157,174.84818122,10.0,13.038404
1436404628494,-36.88597198,174.84809931,10.0,11.792477
1436404629489,-36.88588496,174.84800615,10.0,13.038404
1436404630495,-36.88579026,174.8479148,9.0,13.038404
1436404631497,-36.88569636,174.84784054,10.0,13.038404
1436404632495,-36.88559499,174.84774401,10.0,13.536986
1436404633489,-36.88548506,174.84764495,10.0,14.534442
1436404634511,-36.88537982,174.84755146,10.0,15.033297
1436404635489,-36.88523688,174.84744705,10.0,15.781714
1436404636491,-36.8851184,174.84736671,10.0,15.532225
1436404637490,-36.88499649,174.84729521,9.0,15.282752
1436404638495,-36.88487589,174.84722382,10.0,14.783859
1436404639500,-36.88477052,174.84717191,9.0,13.287683
1436404640493,-36.88467041,174.84713056,10.0,11.792477
1436404641491,-36.88462085,174.84708355,9.0,8.558621
1436404642494,-36.8845697,174.8470307,9.0,7.81425
1436404643490,-36.88452985,174.84697653,10.0,6.576473
1436404644489,-36.88450374,174.84690284,10.0,7.071068
1436404645488,-36.88446717,174.84683632,10.0,7.3186407
1436404646492,-36.88442301,174.84676156,11.0,7.3186407
1436404647486,-36.88436599,174.84671998,10.0,6.576473
1436404648496,-36.88431853,174.84670875,9.0,5.836309
1436404649499,-36.88427182,174.84674978,9.0,6.823672
1436404650494,-36.88423515,174.84679453,10.0,6.823672
1436404651489,-36.88418593,174.84683694,10.0,7.071068
1436404652499,-36.88409571,174.84690506,11.0,9.303897
1436404653496,-36.8840399,174.847019,10.0,10.547511
1436404654493,-36.88395315,174.84712041,10.0,11.792477
1436404655494,-36.88385969,174.84721306,9.0,12.789156
1436404656491,-36.88375912,174.84731004,9.0,13.287683
1436404657509,-36.88366791,174.84741207,9.0,13.786316
1436404658493,-36.88359755,174.84753792,10.0,14.035668
1436404659490,-36.88352344,174.84767218,10.0,14.783859
1436404660489,-36.88345129,174.84780833,10.0,15.033297
1436404661495,-36.88338264,174.84794632,10.0,14.783859
1436404662493,-36.88332832,174.84810615,10.0,15.033297
1436404663490,-36.88327406,174.84826726,9.0,15.033297
1436404664493,-36.88323809,174.84841952,10.0,15.033297
1436404665491,-36.883189,174.84857183,10.0,15.282752
1436404666494,-36.88314001,174.84872567,9.0,15.282752
1436404667489,-36.88308664,174.84889467,9.0,15.532225
1436404668486,-36.88303045,174.84907007,10.0,15.781714
1436404669490,-36.88298029,174.84922774,10.0,15.532225
1436404670491,-36.88292557,174.84940101,9.0,15.282752
1436404671484,-36.88286958,174.84955571,9.0,15.033297
1436404672485,-36.88280478,174.84970728,10.0,15.282752
1436404673492,-36.88273014,174.84984237,10.0,15.532225
1436404674487,-36.88265744,174.84999333,10.0,15.532225
1436404675499,-36.88257162,174.85016159,11.0,16.03122
1436404676491,-36.88245972,174.85030506,11.0,17.029387
1436404677491,-36.88233639,174.85042325,11.0,16.779823
1436404678489,-36.88224308,174.85053662,11.0,16.28074
1436404679495,-36.88211276,174.85065444,10.0,17.278961
1436404680498,-36.88198893,174.85076169,9.0,16.779823
1436404681494,-36.88188637,174.85086186,9.0,15.282752
1436404682489,-36.88178793,174.85093129,9.0,13.536986
1436404683503,-36.88168184,174.85101408,9.0,12.290749
1436404684488,-36.88159991,174.85105559,10.0,10.547511
1436404685493,-36.88153959,174.85107903,10.0,8.558621
1436404686489,-36.88148026,174.85112171,10.0,7.566373
1436404687496,-36.88145181,174.85117045,10.0,5.836309
1436404688499,-36.88145051,174.85122324,9.0,5.3443894
1436404689494,-36.88145063,174.85126667,4.0,4.366062
1436404690490,-36.881456,174.85130534,4.0,3.8810437
1436404691494,-36.88146582,174.85134331,5.0,3.640055
1436404692488,-36.88147364,174.85138168,5.0,3.8810437
1436404693493,-36.88148451,174.85143093,5.0,4.366062
1436404694489,-36.88148636,174.85149132,5.0,4.854122
1436404695495,-36.88150583,174.85154234,5.0,5.0990195
1436404696490,-36.88152277,174.85158267,5.0,4.366062
1436404697496,-36.88154243,174.85160548,5.0,2.9261749
1436404698491,-36.88154758,174.85162218,6.0,2.0155644
1436404699483,-36.88155341,174.85163777,6.0,2.0155644
1436404700494,-36.8815639,174.85162464,5.0,1.0307764
1436404701484,-36.88156102,174.85162632,5.0,1.0
1436404702484,-36.8815643,174.85162542,5.0,1.0
1436404703492,-36.88156552,174.85162127,5.0,1.0
1436404705145,-36.88156616,174.85162359,5.0,1.0
1436404705485,-36.88157035,174.85162276,6.0,1.25
1436404706500,-36.88157154,174.85163353,6.0,1.118034
1436404707486,-36.88159069,174.85167422,5.0,2.6925824
1436404708483,-36.88161064,174.85170607,5.0,3.1622777
1436404709483,-36.88161233,174.85172939,5.0,2.9261749
1436404710483,-36.88161984,174.85175964,5.0,2.4622145
1436404711492,-36.88163263,174.85178257,4.0,2.236068
1436404712485,-36.88164364,174.85180478,4.0,2.4622145
1436404713485,-36.8816575,174.85182907,3.0,2.6925824
1436404714484,-36.88167454,174.85185813,3.0,2.9261749
1436404715486,-36.8817022,174.8519045,4.0,4.366062
1436404716491,-36.88172707,174.85194563,3.0,4.1231055
1436404717534,-36.88174745,174.8519861,3.0,4.1231055
1436404718491,-36.88176265,174.85202847,4.0,3.8810437
1436404719504,-36.88176589,174.85205496,4.0,2.6925824
1436404720489,-36.88176117,174.85207385,4.0,2.236068
1436404721496,-36.8817524,174.85208178,3.0,1.6007811
1436404722490,-36.88174085,174.8520874,4.0,1.6007811
1436404723496,-36.88173106,174.85208804,4.0,1.4142135
1436404724501,-36.88171921,174.85208802,4.0,1.4142135
1436404725495,-36.88170539,174.85208922,3.0,1.4142135
1436404726492,-36.88168874,174.85209509,3.0,1.6007811
1436404727506,-36.8816612,174.85211075,3.0,2.9261749
1436404728489,-36.88162938,174.85212941,4.0,3.4003677
1436404729486,-36.88160104,174.85214851,4.0,3.4003677
1436404730487,-36.8815732,174.85216565,4.0,3.1622777
1436404731486,-36.88154766,174.85218133,4.0,3.1622777
1436404732488,-36.88152205,174.85219691,4.0,3.1622777
1436404733495,-36.88149723,174.85221368,4.0,3.1622777
1436404734491,-36.88147179,174.85223442,4.0,3.4003677
1436404735491,-36.88144738,174.85225506,4.0,3.4003677
1436404736490,-36.88142386,174.85227512,4.0,3.1622777
1436404737506,-36.88140265,174.852291,3.0,3.1622777
1436404738489,-36.8813871,174.85229927,3.0,2.236068
1436404739493,-36.88137004,174.85230348,4.0,2.236068
1436404740494,-36.88134957,174.85230177,4.0,2.236068
1436404741488,-36.88133036,174.85229563,4.0,2.4622145
1436404742497,-36.88131267,174.85228269,3.0,2.236068
1436404743491,-36.88130045,174.85226492,4.0,2.236068
1436404744496,-36.88129161,174.85224422,4.0,2.236068
1436404745488,-36.88128222,174.85222625,4.0,2.236068
1436404746494,-36.88127067,174.85221176,4.0,2.236068
1436404747499,-36.88125498,174.85220435,4.0,2.236068
1436404748490,-36.88123911,174.85220437,4.0,2.236068
1436404749494,-36.88122573,174.85221065,3.0,2.0155644
1436404750490,-36.88121689,174.85222321,3.0,2.0155644
1436404751496,-36.8812195,174.85222794,3.0,1.118034
1436404752492,-36.88121886,174.85223236,3.0,1.118034
1436404753494,-36.88121887,174.85223494,3.0,1.0307764
1436404754491,-36.88121845,174.85223664,3.0,1.0307764
1436404755505,-36.88122101,174.85223654,3.0,1.0
1436404756486,-36.88122237,174.85223657,3.0,1.0
1436404757491,-36.88122361,174.85223662,3.0,1.0
1436404759495,-36.88122506,174.85223471,3.0,1.0
1436404760493,-36.88122589,174.85223386,3.0,1.0
1436404761491,-36.88122585,174.85223553,3.0,1.0
1436404762495,-36.88122665,174.85223714,3.0,1.0
1436404763499,-36.88122665,174.85223714,4.0,1.0
1436404764491,-36.88122734,174.85223796,4.0,1.0
1436404765489,-36.88122723,174.85223844,4.0,1.0
1436404766508,-36.88122691,174.85223794,4.0,1.0
1436404767519,-36.88122662,174.8522374,4.0,1.0
1436404768519,-36.88122658,174.85223707,5.0,1.0
#Journey End
