#Journey Start
1436405222259,-36.88115299,174.8521554,11.0,0.559017
1436405223228,-36.88116029,174.85225229,11.0,0.0
1436405223738,-36.88117191,174.8521964,6.0,0.0
1436405224767,-36.88120119,174.85219206,6.0,0.0
1436405225728,-36.88121631,174.85218883,4.0,0.0
1436405226744,-36.88123608,174.85217264,5.0,0.0
1436405227724,-36.88123759,174.85219247,5.0,0.0
1436405228724,-36.88124183,174.85219944,5.0,0.0
1436405229760,-36.88123123,174.85219266,4.0,0.0
1436405230758,-36.88122848,174.85219197,5.0,0.0
1436405231727,-36.88122405,174.85218811,4.0,0.0
1436405232777,-36.88122501,174.85219343,4.0,0.0
1436405233762,-36.88122279,174.85218918,4.0,0.0
1436405234740,-36.88121967,174.85218981,4.0,0.0
1436405235725,-36.88121941,174.85219029,4.0,0.0
1436405236743,-36.88121886,174.85219025,3.0,0.0
1436405237757,-36.88121953,174.85218998,3.0,0.0
1436405238756,-36.88121956,174.85219001,3.0,0.0
1436405239734,-36.88121956,174.85219006,3.0,0.0
1436405240741,-36.88121956,174.85219011,3.0,0.0
1436405241753,-36.88121957,174.85219015,3.0,0.0
1436405242724,-36.88121961,174.85219022,3.0,0.0
1436405243742,-36.88121963,174.85219023,3.0,0.0
1436405244767,-36.88121992,174.85219036,3.0,0.0
1436405245740,-36.88121991,174.85219047,3.0,0.0
1436405246727,-36.88121999,174.85219054,3.0,0.0
1436405247761,-36.88122,174.85219066,3.0,0.0
1436405248737,-36.88122007,174.8521907,3.0,0.0
1436405249735,-36.88122015,174.85219076,3.0,0.0
1436405250770,-36.88122009,174.85219079,3.0,0.0
1436405251739,-36.88122009,174.85219081,3.0,0.0
1436405252757,-36.88122014,174.85219097,3.0,0.0
1436405253746,-36.88122023,174.85219121,3.0,0.0
1436405254723,-36.88122015,174.8521913,3.0,0.0
1436405255740,-36.88122009,174.85219146,3.0,0.0
1436405256722,-36.88122011,174.85219155,3.0,0.0
1436405257754,-36.88122011,174.85219155,3.0,0.0
1436405258741,-36.88122009,174.85219171,3.0,0.0
1436405259722,-36.88122016,174.85219185,3.0,0.0
1436405260727,-36.88122018,174.85219192,3.0,0.0
1436405261743,-36.88122022,174.85219191,3.0,0.0
1436405262748,-36.88122013,174.85219193,3.0,0.0
1436405263760,-36.88122015,174.85219184,3.0,0.0
1436405264733,-36.88122016,174.85219197,3.0,0.0
1436405265725,-36.88122006,174.852192,3.0,0.0
1436405266764,-36.88122018,174.85219197,3.0,0.0
1436405267722,-36.88122018,174.85219197,4.0,0.0
1436405268751,-36.8812203,174.85219208,3.0,0.0
1436405269725,-36.88122026,174.85219211,3.0,0.0
1436405270725,-36.88122026,174.85219211,4.0,0.0
1436405271729,-36.88122046,174.85219227,3.0,0.0
1436405272739,-36.88122056,174.85219217,3.0,0.0
1436405273747,-36.88122049,174.85219221,3.0,0.0
1436405274745,-36.8812204,174.85219223,3.0,0.0
1436405275760,-36.88122045,174.85219236,3.0,0.0
1436405276741,-36.88122056,174.85219248,3.0,0.0
1436405277752,-36.88122063,174.85219254,3.0,0.0
1436405278741,-36.88122063,174.85219254,3.0,0.0
1436405279750,-36.88122066,174.85219273,4.0,0.0
1436405280754,-36.88122054,174.85219276,3.0,0.0
1436405281744,-36.88122031,174.85219292,3.0,0.0
1436405282738,-36.88122045,174.85219293,3.0,0.0
1436405283761,-36.88122042,174.85219278,3.0,0.0
1436405284724,-36.88122038,174.85219284,9.0,0.0
1436405285733,-36.88122028,174.85219297,3.0,0.0
1436405286744,-36.88122036,174.85219299,3.0,0.0
1436405287740,-36.88122027,174.85219291,3.0,0.0
1436405288725,-36.88122009,174.85219285,3.0,0.0
1436405289742,-36.88122011,174.85219281,3.0,0.0
1436405290772,-36.88122012,174.85219279,3.0,0.0
1436405291762,-36.88122012,174.85219279,4.0,0.0
1436405292744,-36.88122006,174.85219271,3.0,0.0
1436405293755,-36.88121994,174.85219289,3.0,0.0
1436405294721,-36.88122008,174.85219293,3.0,0.0
1436405295746,-36.88122014,174.85219289,3.0,0.0
1436405296746,-36.88122013,174.85219267,3.0,0.0
1436405297748,-36.88121993,174.85219268,3.0,0.0
1436405298753,-36.88121992,174.85219268,3.0,0.0
1436405299739,-36.88121999,174.85219278,3.0,0.0
1436405300747,-36.8812199,174.85219276,3.0,0.0
1436405301759,-36.88121983,174.85219298,3.0,0.0
1436405302751,-36.88121989,174.85219292,3.0,0.0
1436405303749,-36.88121992,174.8521928,3.0,0.0
1436405304733,-36.88121993,174.85219287,3.0,0.0
1436405305735,-36.88121979,174.85219294,3.0,0.0
1436405306733,-36.88121981,174.85219301,3.0,0.0
1436405307753,-36.88121984,174.85219315,3.0,0.0
1436405308736,-36.88121983,174.85219318,3.0,0.0
1436405309775,-36.8812198,174.85219327,3.0,0.0
1436405310738,-36.88121982,174.85219323,3.0,0.0
1436405311745,-36.88121984,174.85219316,3.0,0.0
1436405312761,-36.88121969,174.85219314,3.0,0.0
1436405313731,-36.88121962,174.85219311,3.0,0.0
1436405314750,-36.88121958,174.85219305,3.0,0.0
1436405315746,-36.88121959,174.85219296,3.0,0.0
1436405316736,-36.88121968,174.85219322,3.0,0.0
1436405317743,-36.88121963,174.85219323,3.0,0.0
1436405318738,-36.88121967,174.8521932,3.0,0.0
1436405319740,-36.8812198,174.85219327,3.0,0.0
1436405320742,-36.88121984,174.85219318,3.0,0.0
1436405321741,-36.88121984,174.85219318,3.0,0.0
1436405322739,-36.88121981,174.85219314,3.0,0.0
1436405323741,-36.8812198,174.85219327,3.0,0.0
1436405324740,-36.88121979,174.85219321,3.0,0.0
1436405325738,-36.88121978,174.85219318,3.0,0.0
1436405326739,-36.88121963,174.85219291,3.0,0.0
1436405327738,-36.88121952,174.85219266,3.0,0.0
1436405328732,-36.88121949,174.85219264,3.0,0.0
1436405329741,-36.88121959,174.85219268,3.0,0.0
1436405330738,-36.88121963,174.85219266,3.0,0.0
1436405331738,-36.88121975,174.85219275,3.0,0.0
1436405332725,-36.88121974,174.85219273,3.0,0.0
1436405333729,-36.88121962,174.8521929,3.0,0.0
1436405334736,-36.88121977,174.85219291,3.0,0.0
1436405335735,-36.88121978,174.85219288,3.0,0.0
1436405336736,-36.88121974,174.85219298,3.0,0.0
1436405337723,-36.88121958,174.85219305,3.0,0.0
1436405338737,-36.88121964,174.85219294,3.0,0.0
1436405339741,-36.88121959,174.85219288,3.0,0.0
1436405340739,-36.88121953,174.85219295,3.0,0.0
1436405341739,-36.8812196,174.8521929,3.0,0.0
1436405342748,-36.88121958,174.85219283,3.0,0.0
1436405343741,-36.88121975,174.85219278,3.0,0.0
1436405344745,-36.88121977,174.85219276,3.0,0.0
1436405345750,-36.88121994,174.85219275,3.0,0.0
1436405346735,-36.88122,174.85219261,3.0,0.0
1436405347753,-36.88121982,174.85219258,3.0,0.0
1436405348736,-36.8812198,174.85219266,3.0,0.0
1436405349743,-36.88121984,174.85219269,3.0,0.0
1436405350742,-36.88121979,174.85219271,3.0,0.0
1436405351742,-36.88121972,174.85219276,3.0,0.0
1436405352734,-36.88121975,174.85219286,3.0,0.0
